22119,37029,35306,30817,39649,21857,36459,29054,31112,32018,33555,32432,31190,29641,30379,26096,28200,31847,39666,41132,32332,28992,36631,31034,31017,27887,35305,32345,38660,38682,39003,32328,32259,32262,35444,32631,33803,36372,34955,32268,30608,32782,29543,32056,43631,40304,34145,40023,36002,35718,35678,25282,36952,34973,26672,30224,40113,31031,37007,27707,34819,26713,31087,32137,33465,37485,33543,29148,40479,41621,25820,36961,31974,37018,41433,37432,24410,30774,39577,44648,40605,24678,33348,35961,35767,37608,27117,24488,32527,37894,29785,30936,33809,37421,35108,33901,40045,28717,37123,31117,32213,31293,35863,33587,31776,39231,31909,43093,32300,30193,27023,27092,28241,28985,27671,18903,34641,33298,29991,37187
43181,39395,33374,37205,31923,45054,32952,30822,38981,29414,38042,41512,38627,33703,34841,40013,35646,36087,41416,33304,25346,30328,29350,33235,38162,33010,33244,34298,27989,26346,37953,33764,39389,32532,27527,26114,36254,30640,36743,42407,29240,37495,27038,44282,44802,30832,30972,42818,40784,36555,27325,31030,40949,33596,30245,36165,34353,24736,39078,29753,36573,32987,31072,37668,29434,31025,27370,34432,24830,30568,30851,34949,24251,26559,19720,35817,25251,41631,30035,26631,27646,37240,30421,35965,38181,34086,36834,36274,38497,28721,18811,38273,39388,37481,31678,31467,33682,45285,31257,35682,38836,37232,38024,34678,33542,20304,32759,30259,32010,29461,35149,36671,31028,33806,27335,23441,33246,37243,40445,34445
40218,32294,35867,42230,39051,39911,26380,40018,32531,31372,34753,28466,33839,42226,35060,40235,29238,30285,31641,34961,32248,38414,35409,37252,33460,32864,35589,36903,37438,25713,37357,36039,41841,27647,28301,39273,28462,39762,31724,20719,28944,30287,33481,34161,28327,35987,27364,31478,40364,34207,31280,40562,36146,30878,24360,28178,36456,30728,35416,43996,31558,39617,33631,35850,32986,21581,43614,30092,32564,33899,38044,39324,30929,29390,25276,36107,34954,33341,34723,28905,25567,33495,31817,39993,20435,40453,34248,40285,35012,28227,33215,37656,24331,21798,37470,32198,30891,33441,32275,34429,32413,44380,30615,31585,29129,28712,39203,33252,30313,33336,39702,32649,29220,42828,40214,28053,23476,28293,36321,37012
31915,30263,31456,34013,31120,32437,32528,30642,34221,31207,27879,36886,27147,26396,36633,34873,32741,29609,34413,34260,27578,29766,34188,34005,26884,34755,33458,28850,30180,30013,27513,35119,31175,29610,35063,25631,28686,27436,28078,31278,33541,32121,32523,30298,32269,32357,31711,27279,28976,30197,28427,27686,33624,27874,32542,33956,34039,28143,28335,27133,34525,31415,32610,26860,35249,27008,34088,36803,25766,27473,34461,33756,28632,29705,30212,28610,35996,36394,31402,29836,31463,30568,29253,28433,32294,30516,30407,36427,34519,33517,28810,35517,30086,28476,33954,29124,30124,36741,30337,27318,36084,29524,36183,32335,38093,34890,33120,33835,33243,35329,33963,30245,26169,29743,35071,29623,29415,27243,32597,25469
35000,30460,37404,28251,31363,23047,19390,38367,30048,34917,30454,25367,21483,31154,34719,39023,37055,27571,30782,33889,35219,31134,38235,32340,29665,33591,30626,32783,27882,30473,30143,40753,38462,39162,29621,27802,34182,32880,39871,41231,33101,25019,31950,32758,33932,24303,34947,33434,33471,29709,33279,32269,33414,30951,39482,30054,32404,32267,29052,25796,36050,38517,36918,34338,37470,25940,33567,32807,35544,29984,25791,25064,32676,29996,34815,32462,28671,34711,34996,25226,33853,36876,31965,26209,28007,33363,38207,25814,37609,35733,26144,36770,16643,33826,33129,39996,34035,26810,35901,34031,22224,25671,31461,29273,30083,38398,38905,33951,37325,38240,28426,34600,30793,27776,36455,37344,25989,35717,32603,24523
36057,26122,38546,38399,33506,30557,33690,30028,32927,42207,30786,29391,37720,28700,28231,33343,25971,27252,32465,35860,33543,37803,40964,29464,28143,31961,29151,37688,40143,37715,30624,33439,30283,29487,39618,31279,31519,33506,37605,36324,35267,33331,35750,37116,25624,25314,27762,29993,33368,28706,32674,26151,29130,26856,39170,31951,33512,28953,34724,22086,25617,29224,38205,34152,30118,29128,33867,33903,32961,37176,34546,38195,35853,33230,28151,42698,40656,29123,26766,29185,31335,33973,33155,41593,30766,29205,36573,33888,30001,41196,34460,31234,39098,37299,38764,23662,34899,34800,31490,34893,27757,37269,32497,30175,27900,32155,34978,28557,36499,30495,36697,31886,34774,39974,31978,30031,31235,32771,30945,26954
24784,32502,30193,31394,35107,24701,35253,18478,37618,32816,37085,31928,36071,26004,26837,21348,27801,35475,33314,31791,30096,35325,28608,40183,39056,30662,29266,37345,36181,36319,27298,28185,32180,37105,32871,38213,37001,25544,34860,27376,29470,36321,36753,28601,37845,36993,32683,33189,28924,37711,31244,31337,32801,37580,30099,35977,36262,39543,30651,30884,33763,28696,30446,31457,23616,36801,26377,30815,31463,37711,35604,35226,40863,31638,42061,30988,27253,37082,33881,37572,36701,35368,27132,35568,36381,28818,28553,18142,25612,35685,32940,36012,30863,34827,28777,24137,33483,27207,34583,27702,30541,31552,32924,33897,33974,31609,34658,34678,28804,35546,28816,26104,37468,30023,33247,28524,33147,27698,30608,31310
30612,38060,27048,25562,30084,36726,33643,29975,39681,24569,34035,41110,35872,25227,33528,36978,34856,32145,33166,31015,37222,31868,25254,46367,39204,30855,34588,27214,28943,36741,37344,27120,42527,36532,35553,24429,29126,24835,39043,39031,35711,25546,37225,33288,34715,32979,33631,33115,29132,33605,36783,33203,34701,35596,31255,27132,36741,24979,28291,23766,32538,32309,31667,30935,28499,38888,34576,30968,33846,27879,25834,25433,34288,30164,31724,38862,17694,38000,37119,25685,27744,35467,21187,35250,29494,28553,37544,30186,34970,28586,26862,31353,29582,34894,35033,40193,35220,40211,34948,33912,30479,26255,31022,25057,33645,33810,31162,32929,26994,37400,38869,41467,34284,31472,31892,32166,37238,34732,36096,39233
30128,32285,30259,24206,32672,36040,33812,33118,39550,29045,33391,31554,39356,28767,39107,22987,31870,32910,30262,40720,25934,27690,26529,36398,44793,36126,37026,31264,30420,34822,33996,30500,36770,28459,29777,21530,29155,25297,31505,40313,28286,27995,40291,35179,41229,34434,32136,31237,34087,34217,40757,27635,32761,44462,29563,29840,40936,39516,31447,33583,36622,38130,32510,36421,32264,36598,28349,30956,35944,39060,31937,31823,28550,35813,32989,35032,25916,30591,35518,33104,39513,33366,37178,25257,35436,34453,32339,25528,34685,28685,29635,41303,35833,40436,25651,33523,32259,27359,31480,36300,33087,29611,37067,33317,36781,32143,38196,33644,28885,37502,35607,31429,33511,18157,27170,28472,41005,34611,41333,35560
35772,34330,41392,34857,40008,35560,33854,33125,35808,30925,31800,31042,31234,36196,26362,38315,23181,35332,28945,39649,30239,39590,34119,33037,33146,28604,28117,32214,37586,36690,29052,25553,30789,35690,38868,31379,30056,32176,30647,35619,28245,34068,27554,34109,22283,28890,32876,31253,36511,32125,39236,30348,32643,30287,30287,33437,35224,32597,36111,39572,29896,27837,36142,28265,31515,38020,44914,30187,29871,33892,26815,34095,31250,35433,33051,29324,24410,30216,25616,33005,30281,30512,35404,41044,23721,35132,36049,27113,30999,33131,40728,36559,33701,28086,37971,34129,35696,32758,28320,39268,34977,43067,40824,36683,33417,34000,42226,34757,27389,35449,35528,40703,31250,38651,31864,28951,33045,30708,33259,32360
